,artist_name,popularity,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
6337,Konteks,54,2tu9v4F9BoQqknTPAozovw,Summer Lounger,0.565,0.552,122000,0.316,0.856,1,0.123,-9.625,0,0.0588,174.414,4,0.539
6338,At Stake Beats,48,2Lke2vw6mLpOavPyzG050G,Weigh,0.00066,0.277,60000,0.831,0.0141,1,0.256,-6.547,0,0.194,148.66,5,0.397
6339,Courtney Barnett,49,38O0SN9P3sC0UFLsgLqLju,Need A Little Time,0.0164,0.539,238253,0.642,0.00319,0,0.131,-5.726,1,0.0314,101.957,4,0.273
6340,Yungeen Ace,49,4ZSt9NvvIFXrHu7XWGBCgW,Love,0.083,0.565,176250,0.538,0.0,6,0.0858,-7.637,0,0.0663,76.152,4,0.326
6341,At Stake Beats,48,33T0Xirl39nJuTyrzZtSop,We aint playing,0.386,0.726,60000,0.443,0.947,9,0.105,-9.347,0,0.11,79.992,3,0.18
6342,Mat Kerekes,49,5DNB632PiSEyqALCotUfb1,Direction,0.693,0.702,170307,0.859,0.00562,10,0.112,-5.861,1,0.0386,119.979,4,0.621
6343,Tobi Lou,50,0rTg7hbhEYFNKNozvtwIDd,High Score,0.257,0.827,211875,0.511,6.2e-06,5,0.332,-8.441,0,0.25,128.032,4,0.534
6344,State Champs,52,29VZaw57nwUtKeGBVv1n9K,Our Time to Go,0.0103,0.256,224111,0.892,0.0,8,0.0801,-3.36,1,0.0519,168.172,3,0.602
6345,Zendaya,53,3OvX8nlIG8aRGXq13B8z1G,Wonderful Life (From Smallfoot: Original Motion Picture Soundtrack),0.149,0.496,190507,0.65,0.000281,5,0.0667,-7.754,1,0.0398,102.955,4,0.301
6346,Ninajirachi,52,447cuOH8DHy18QtQHzcbgc,Warm Fire Lightning (Flip),0.364,0.86,211392,0.566,0.0428,9,0.0863,-6.26,1,0.0724,132.029,4,0.663
6347,chloe moriondo,51,4v1yeK13X84eNyKAKvoNSt,Spaceland,0.894,0.524,163560,0.14,0.000238,4,0.162,-22.196,0,0.137,134.877,4,0.26
6348,The Aces,50,6Nj7fiQsU9yX1knVNUc6uB,Lovin' Is Bible,0.139,0.68,200363,0.871,0.0,1,0.0925,-4.691,1,0.0682,114.052,4,0.834
6349,A$AP Ferg,51,1eOcjXKuBtvIi2NrSAFrPu,Kristi,0.164,0.675,203034,0.588,4.25e-06,1,0.369,-7.326,1,0.195,120.705,4,0.333
6350,John Prine,50,2BrJD5vKA2nv5fqBTqkPlZ,Knockin' on Your Screen Door,0.373,0.583,139893,0.589,5.2e-05,11,0.137,-11.167,1,0.0609,174.247,4,0.895
6351,HoodCelebrityy,54,0vlZWCZLatZBZqGNJJVssT,Inna Real Life,0.113,0.65,171000,0.556,0.000161,8,0.101,-6.333,1,0.136,97.958,4,0.612
6352,NIKI,53,0ym4YX3hAfliaRLylWVWfX,Say My Name,0.331,0.637,192453,0.457,2.73e-05,6,0.0969,-10.11,0,0.07,149.893,4,0.314
6353,Timeflies,50,4kRymJK5vQBQjIZz8eZD8Q,Be Easy,0.206,0.572,191078,0.564,0.0,0,0.51,-6.946,1,0.49,92.558,4,0.686
6354,Rhye,58,0jsFjONniYrNw6wD9e9bgs,Hymn,0.42,0.334,223227,0.458,0.136,0,0.143,-10.685,1,0.0454,141.922,4,0.217
6355,Mason Ramsey,49,32d8PvwQ5G0r4uvBGdGBRz,Lovesick Blues,0.77,0.714,171040,0.62,0.0,2,0.142,-2.742,1,0.0283,126.049,4,0.51
6356,Lulleaux,56,66025chl2YQDBUbP3YUmGf,On The Go,0.18,0.672,183641,0.814,0.0,2,0.305,-4.018,1,0.0387,103.023,4,0.365
6357,Bryce Vine,54,08NUovhexeiqjjdZbcAUcC,Drew Barrymore,0.493,0.763,190472,0.572,0.00118,11,0.106,-7.312,0,0.0595,151.93,4,0.25
6358,Jesús Mendoza,51,5EpyRWgu1qf3ZQOQ2XrJic,Seguimos De Pie,0.283,0.696,189187,0.923,6.01e-06,7,0.0941,-2.731,1,0.0519,122.773,4,0.914
6359,Brenky,51,3TlFxsF7d3hNGgRMUEWxSB,Fuse,0.922,0.667,84371,0.209,0.932,10,0.124,-13.383,0,0.0501,148.152,4,0.664
6360,The Neighbourhood,54,53xSIYBcFnltfPf6ZyQ4je,Heaven,0.0578,0.555,205800,0.712,0.0045,2,0.128,-7.424,0,0.0357,150.012,4,0.288
6361,Fredo Bang,48,6HKyyJt0Rc46bkIZFxIDoe,Shootas on the Roof,0.17,0.812,215327,0.724,0.0,9,0.0651,-5.2,0,0.262,82.486,4,0.357
6362,Two Feet,57,6n56kTtFaMEbz0rYODYNdq,Not A Radio Song,0.537,0.529,92853,0.712,0.413,0,0.0865,-5.428,1,0.0347,140.123,4,0.0398
6363,Wale,50,7k66NatQbLlDAvhWQEl4AR,Salary Kaep,0.658,0.864,153319,0.722,0.0,10,0.135,-5.736,0,0.392,125.017,4,0.651
6364,Justin Quiles,61,60NAQrgy1qe55SQH1848Eq,Monstruo,0.127,0.534,208960,0.598,1.21e-06,4,0.105,-5.237,0,0.282,179.876,4,0.776
6365,Lud Foe,48,0KaYTUfuc02u7BGSOxxQPU,What's The Issue,0.0175,0.458,230400,0.835,0.0,10,0.19,-3.144,0,0.348,92.589,4,0.385
6366,Super Secret Lo-Fi Beat Collective,54,0Z4k6uoKvaQH2xqoxnqLGY,Fool Moon,0.565,0.721,129000,0.489,0.902,1,0.109,-7.627,1,0.0675,82.047,4,0.898
6367,YOG$,52,2RPkGBuwcjJIgSYMJgOTD2,Forest Fire,0.41,0.662,214500,0.627,1.24e-05,6,0.094,-8.445,0,0.38,79.97,4,0.64
6368,SPLURGE,48,39nZfOGXA0CepiFnsS4vrY,Free Granny,0.000344,0.846,155089,0.442,0.0,1,0.0646,-11.788,0,0.435,130.008,4,0.436
6369,Yung Heazy,51,7noel9mKBqjn6D0OWA3qmK,Cuz You're My Girl,0.141,0.416,247137,0.304,4.15e-06,1,0.262,-10.744,0,0.0386,82.448,4,0.544
6370,KYLE,50,2dYbi3CYZL2wp3CoQ9i1II,ShipTrip,0.197,0.759,175253,0.578,0.0,8,0.205,-8.455,0,0.572,116.809,4,0.697
6371,Boyce Avenue,41,2o0hxsAYeqrtMzwTKHK81F,Hello,0.949,0.563,247152,0.274,1.22e-06,9,0.114,-7.934,0,0.0304,61.104,4,0.214
6372,Two Door Cinema Club,51,2oJmogP5Oji56UmSh8gPeO,New Houses,0.0325,0.406,199160,0.864,1.28e-05,6,0.121,-4.37,1,0.0421,144.91,4,0.45
6373,Vulfpeck,52,6wKBPuUZ7XP6eCxe4aFlZG,It Gets Funkier IV,0.0326,0.684,196162,0.95,0.877,1,0.11,-9.473,1,0.124,125.475,4,0.325
6374,Anne-Marie,68,6xVr2J3X0zhEJQz5L0QNAP,Trigger,0.7,0.625,193440,0.713,0.0,1,0.326,-3.731,1,0.0777,165.988,4,0.835
6375,UZ,54,2AIRjuG5CsnyfmLU0LhjgT,UNDERGRND,0.0179,0.858,208463,0.526,0.707,0,0.356,-6.97,0,0.102,140.02,4,0.357
6376,Anthem Lights,51,4NnuFL8JVofzfSBMQn4UkN,What a Beautiful Name / Tremble,0.744,0.372,188894,0.327,0.0,9,0.107,-5.671,1,0.0288,134.618,4,0.236
6377,Andrea Bocelli,38,7bFmF5I8egkGAXvBSObENx,"Gloria Por La Vida - ""Gloria The Gift Of Life"" Spanish Version",0.749,0.176,227490,0.389,1.71e-05,10,0.124,-8.885,1,0.0342,82.515,3,0.143
6378,Lecrae,49,0VBkA2DLXa2LAfB0LGt7QC,Holy Water,0.0554,0.714,206496,0.504,0.0,1,0.157,-7.298,1,0.0458,130.949,4,0.0362
6379,Calpurnia,49,5CTpA4UIE4QJIaFqSbt0KR,Say It Ain't So - Recorded at Spotify Studios NYC,0.107,0.365,243042,0.526,0.0,4,0.128,-9.209,1,0.0464,165.621,4,0.198
6380,El de La Guitarra,51,5S01nl2uwp6Zb4oyB9PKi6,Hoy Les Digo Adios,0.0853,0.747,146645,0.524,7.41e-06,11,0.297,-8.64,0,0.0447,110.054,3,0.406
6381,YFN Lucci,49,7nAmIpOQDN7jMTHtquXJFT,Dream,0.188,0.628,220093,0.786,0.0,9,0.18,-5.546,0,0.239,88.13,5,0.361
6382,LANCO,49,083t6zHUAhqQolCYX3CcHf,We Do,0.000662,0.455,207827,0.803,0.0,9,0.109,-4.59,1,0.0401,171.913,4,0.575
6383,Andrea Bocelli,45,2k20GyA1JKIPEmbXTBHuET,"I Am Here - ""Sono Qui"" English Version",0.814,0.259,229413,0.325,1.92e-05,3,0.142,-9.619,1,0.0328,84.869,4,0.174
6384,Metric,52,7kS9G3os9kpOIVi1i5d6Xl,Art of Doubt,0.000156,0.39,290547,0.935,0.18,4,0.436,-4.224,0,0.0563,157.993,4,0.496
6385,Ajmw,55,5fh0FBD9PhkRFKtFoAeOqJ,Cushty,0.164,0.756,94565,0.235,0.749,9,0.128,-11.746,1,0.27,83.969,4,0.28
6386,DEBFRESH,48,78Xce66J05bnGTzmiwSYV4,BLESSME,0.054,0.692,120000,0.528,0.0,5,0.0876,-11.006,0,0.256,149.966,4,0.787
6387,South Park Mexican,48,7KEmSyWPxq5sktjJ1RnJfg,Block of Rock II,0.00795,0.616,288035,0.451,9.32e-06,0,0.135,-12.248,1,0.086,143.993,4,0.221
6388,Manny,51,5l40B5n4x1U6B7qTaJXPtN,Flava,0.97,0.416,111381,0.423,0.928,9,0.206,-15.069,0,0.248,76.372,4,0.41
6389,Oribu,54,65Gfap0QtqVNO5j9hQXEqs,Paper Moon,0.816,0.746,120270,0.264,0.495,2,0.0917,-13.081,1,0.0555,80.92,4,0.36
6390,Baka Not Nice,52,4Yp3EZ8Th8NUkNyTOBEqS3,Junior High,0.0334,0.939,182857,0.315,1.54e-05,1,0.112,-9.321,1,0.487,125.989,4,0.114
6391,Passenger,52,4szPdmfyPyE5UaCi5xq0Y8,Survivors,0.00862,0.45,297027,0.832,0.000259,9,0.173,-4.766,1,0.0385,145.101,4,0.223
6392,Hyro The Hero,53,1R1B4ToHa8KZ4LAObK12Pv,Bullet - Single Version,4.67e-05,0.59,173733,0.857,6.4e-06,6,0.284,-3.982,0,0.0831,110.027,4,0.652
6393,Dbangz,50,3UYXlnc2LIVPb0Td7tOU7x,Scars,0.173,0.867,145091,0.554,8.21e-06,11,0.0658,-7.17,1,0.258,99.976,4,0.719
6394,Tierra Whack,50,50PvTiqi0cZne4mKR7HRck,Black Nails,0.933,0.689,60000,0.289,2.18e-06,9,0.104,-9.519,1,0.0932,131.238,3,0.323
6395,Viceroy,51,2J9wvPoaUMb9H7lmTgrZ3P,Caught Me a Rhythm,0.0601,0.708,198367,0.719,0.00292,1,0.1,-3.557,1,0.0907,97.963,4,0.542
6396,Pinegrove,50,2pcuIgyTNZz3oa1weyCPX7,Amulets,0.953,0.446,60707,0.0105,1.08e-05,7,0.111,-25.383,1,0.0503,72.141,5,0.326
6397,Anne Suu,51,5J7wxPEhBBxrwPCfSap7W3,Just Dripping,0.939,0.543,54539,0.037,0.146,10,0.0989,-23.305,1,0.0396,76.113,4,0.213
6398,Steve Angello,56,64WH2IEfv5kClYt4CfxLoR,Paradiso,0.0248,0.577,308947,0.441,0.0706,5,0.123,-8.455,1,0.075,126.021,3,0.171
6399,Sigala,61,3mqvUmsGVshZSf5INiebzO,Lullaby - Calvo Remix,0.00232,0.629,188333,0.884,3.77e-05,5,0.359,-4.984,0,0.0431,125.961,4,0.455
6400,Beach House,50,2lfTg7dtS3C1fQl9i4ZBJw,L'Inconnue,0.884,0.11,264747,0.591,0.777,10,0.114,-8.84,1,0.0318,80.595,4,0.107
6401,Boys Republic,60,3d1DFAqhpm4kFYf5F1ZYC1,Rattled,0.429,0.55,239520,0.681,0.0,0,0.105,-4.636,1,0.0426,83.982,4,0.288
6402,Phony Ppl,50,7t2iE3MrpWmsLiXgHC6NwQ,the Colours.,0.711,0.595,334263,0.718,0.0,11,0.157,-4.589,0,0.396,84.615,4,0.599
6403,Father John Misty,53,3VB5e3mQF5F0qzX5UD7WIx,Everything Is Free - Recorded at Spotify Studios NYC,0.909,0.522,265687,0.0949,4.62e-06,7,0.111,-13.483,1,0.0382,110.992,4,0.173
6404,Josh Groban,55,4ixYoAjXilw3Y5U1MU2mCf,River,0.332,0.4,253467,0.55,0.0,8,0.0812,-5.224,1,0.047,147.968,4,0.302
6405,South Park Mexican,48,5J2kNy5DEWV9ULQLVKIm9x,Beat from Hotan,0.109,0.378,248240,0.658,8.38e-06,11,0.0939,-10.161,1,0.054,88.805,4,0.841
6406,Cory Asbury,51,5G1cfJXrmxRlxxvunorfWZ,Your Love is Strong,0.679,0.343,276522,0.441,0.0,8,0.104,-9.022,1,0.03,131.811,3,0.274
6407,1:AM Beats,48,5t4LptBk6wGM6I2vZ5NZBE,Timeless,0.522,0.783,60000,0.325,0.939,8,0.096,-13.285,0,0.0663,110.003,4,0.871
6408,Nebu Kiniza,51,6AqmB6KKC9U6Pfssk1ZYGJ,Memories,0.0604,0.812,166000,0.589,1.97e-06,1,0.104,-8.194,0,0.135,151.373,4,0.415
6409,$tranger,49,2TdlSozNExQZgDkYPDLIEh,Headlines,0.614,0.718,135232,0.491,5.86e-06,7,0.0941,-9.431,0,0.0637,140.045,4,0.366
6410,Neffex,55,4vfrXindplylzILtub6pB3,All These Thoughts,0.114,0.801,159000,0.753,0.0,7,0.0941,-7.772,1,0.114,100.036,4,0.698
6411,Chief Keef,50,7y3PTU4tlSdpn2tW6bhv0F,Gang Gang,0.0713,0.728,180000,0.64,0.0,1,0.118,-7.397,1,0.223,150.011,4,0.289
6412,Wifisfuneral,50,2LAeLlkFhKXUlQkALlpwdu,Knots (feat. Jay Critch),0.244,0.903,202000,0.716,0.0,6,0.113,-7.733,0,0.409,150.059,4,0.854
6413,Dreezy,51,6kp2h1BjSs6iKVgpzhwi8h,Where Them $ @,0.0361,0.908,193575,0.525,0.00893,4,0.175,-7.343,0,0.0997,85.505,4,0.34
6414,Nef The Pharaoh,46,0B2LhMYcGR9Gmi6BQLdzlO,Ludacris,0.0277,0.792,183771,0.747,0.0,11,0.117,-8.753,0,0.342,94.498,4,0.584
6415,Breakfast Beats,48,4qMpkX04aLpiqut2s4200i,Church,0.489,0.731,60000,0.639,0.387,5,0.108,-4.877,0,0.0539,75.009,4,0.468
6416,Bethel Music,52,5yHC5TI4GAuKaeNYgCpLju,Pieces (Spontaneous),0.729,0.25,644950,0.149,1.04e-06,10,0.145,-10.948,1,0.0352,108.737,3,0.0716
6417,Dinner Beats,48,1UP0SvKsINlZOL2ZnsoMuE,Cider,0.0326,0.709,60000,0.451,0.871,1,0.069,-9.644,1,0.152,74.982,4,0.767
6418,Sophie Meiers,51,3fQ4EEgGF2YDeUIKLS5MVX,Medication,0.224,0.68,230523,0.406,0.0119,2,0.11,-10.048,1,0.0379,112.039,4,0.0569
6419,The Wonder Years,51,79pCyoeKNF4Zaa1BYl21AL,Sister Cities,2.59e-05,0.255,181000,0.872,0.00013,7,0.0347,-4.371,1,0.085,179.78,4,0.381
6420,MCCHRICHRI,55,3V4F2UP6bM5stxDojUpGgM,One chance to live,0.926,0.361,34857,0.126,0.726,1,0.158,-35.091,1,0.0496,77.49,4,0.972
6421,Sauce Walka,49,2gxemSNTNScgtFgxNzoQLx,Ghetto Gospel,0.2,0.556,250939,0.678,0.0,8,0.184,-7.25,1,0.422,139.107,4,0.608
6422,Dom Kennedy,49,2ijRRVY0rEe9AiMkTkyNjN,Around Midnight,0.165,0.919,214175,0.564,0.0,4,0.0883,-6.574,0,0.292,93.924,4,0.743
6423,Neto Bernal,52,2tlUET4BU7xJ5t3zxTrp1h,¿Quién Se Cree Tu Recuerdo?,0.728,0.628,201520,0.593,0.0,2,0.075,-2.5,1,0.0311,150.416,3,0.827
6424,MadeinTYO,51,3fLEugQrhgqKC1mbhbr210,Club Close,0.453,0.739,168933,0.609,0.0,10,0.0955,-6.662,0,0.239,136.11,4,0.347
6425,Moneybagg Yo,48,4TjHd9uziAJA3Fpal84Uae,Perfect Bitch,0.476,0.67,157332,0.683,0.0,8,0.518,-4.709,0,0.141,149.992,4,0.612
6426,The Kooks,60,7aq4RmtNftNpqUaeoZb5ao,Four Leaf Clover - Edit,0.00461,0.46,191727,0.965,7.02e-05,7,0.276,-3.011,1,0.0555,147.278,4,0.81
6427,LIVVIA,51,1D2NjsP1malEdluqvBdMS0,Catch A Body (feat. Quavo),0.247,0.716,202309,0.871,0.0,6,0.204,-4.371,0,0.194,90.973,4,0.609
6428,Breakfast Beats,48,2LM9de54eoOgFvBoSFV7pS,Data,0.487,0.709,60000,0.763,0.00673,1,0.105,-5.519,1,0.0338,74.977,1,0.931
6429,Yung Pinch,50,4a8dkieSiKFwEsiLLcGESk,Deeper Than The Ocean,0.275,0.826,179707,0.463,0.0,7,0.059,-9.169,0,0.144,155.077,4,0.27
6430,2CELLOS,52,5POfcpwLoeMuwXSjA5uQIq,Pirates of the Caribbean,0.701,0.824,180320,0.722,0.872,2,0.0993,-6.455,0,0.0474,115.435,3,0.575
6431,Elvy The God,49,5inSQADrNRh9CfWZq5ARwd,LaMafiamilia,0.0165,0.73,167806,0.464,0.0,9,0.353,-10.357,1,0.391,138.88,4,0.194
6432,Khea,70,46D8MyZ8htLBj7BjblMyeX,S.A.D,0.76,0.862,128375,0.306,0.0,8,0.0946,-13.58,1,0.0499,120.005,4,0.772
6433,Thalía,54,1dmjHCXRC8dzw5GcCnYmj4,"Sube, Sube",0.117,0.76,212680,0.818,0.0,0,0.15,-4.962,0,0.0683,93.995,4,0.679
6434,Elley Duhé,56,4i6fONq39ZgpiF4BUEcpkM,WAY DOWN LOW,0.123,0.78,171027,0.578,0.000182,1,0.098,-4.754,1,0.113,137.963,4,0.395
6435,Boyce Avenue,46,6z1QDc8TV1nFLtEYYkhbBj,You and Me,0.6,0.551,196055,0.373,0.0,8,0.141,-8.374,1,0.0253,139.852,3,0.347
6436,KILLY,56,6lshSlj2g7DGy7f95hsJ7U,HELLRAISER,0.0287,0.822,108573,0.589,0.0,1,0.0962,-5.329,1,0.198,146.888,4,0.51
6437,Pale Waves,48,2diAlJqrMMX7Sv9FlzcUMc,Television Romance,0.00149,0.531,204266,0.91,0.0,4,0.323,-3.407,1,0.043,115.014,4,0.515
6438,Tech N9ne,50,4ev6N5UAGRE6A0bRk0o7YQ,Don't Nobody Want None,0.0492,0.845,179917,0.865,0.00039,2,0.186,-6.056,1,0.184,123.987,4,0.389
6439,Space Jesus,51,63yDbsUppBXFPtzR4efaKP,Professor Genius,0.00458,0.764,174173,0.919,0.18,0,0.341,-3.978,1,0.501,120.047,4,0.565
6440,Billz,49,0KR94dpYeggITQEzG2Bomx,Lingo,0.0515,0.787,194399,0.658,0.0,7,0.102,-5.582,1,0.161,147.01,4,0.59
6441,Dopebwoy,57,0Nm46fZeE8BCQeYI7MPz3N,Cartier,0.0408,0.842,232422,0.783,1.11e-06,0,0.109,-5.301,1,0.204,126.848,4,0.629
6442,Gustavo Palafox,51,25JU1hmKKwHUffD5IaxuXx,Soy Carranzas,0.16,0.659,176373,0.588,0.0,9,0.151,-5.813,1,0.0299,117.316,3,0.808
6443,Melendi,78,2KK9N6iBAisA0booTu3bGd,Déjala Que Baile,0.356,0.831,219600,0.777,0.0,11,0.0796,-4.456,0,0.174,95.973,4,0.598
6444,Passion,54,5IUBzdrhj5rFz87PJjLpQH,Great Are You Lord - Live,0.102,0.33,526307,0.802,0.0,9,0.184,-4.463,1,0.0632,147.94,3,0.279
6445,Liquid Stranger,52,7vl5ZhqeiVkdgF5yixjQqY,Gunslinger Feat. Pistol,0.000306,0.715,361702,0.807,0.025,7,0.0792,-3.309,1,0.103,82.46,4,0.256
6446,Arjey,56,5q4smdRc3JBcJ4Kht6wjBL,Movimiento Bars - Instrumental,0.0975,0.647,68500,0.417,0.962,7,0.104,-7.165,0,0.192,84.789,4,0.146
6447,Allie X,55,1QasCzPLkJKtQSS4yP0Ba6,Science,0.00173,0.575,235880,0.81,1.08e-06,6,0.203,-4.381,0,0.0383,159.937,4,0.501
6448,Alessia Cara,57,47yx240eURgVYhEDLWGcis,Growing Pains - Acoustic,0.75,0.608,193200,0.353,0.0,4,0.125,-7.475,1,0.193,97.745,4,0.677
6449,Beach House,51,6kvJuHxn3BrRhFxLrBEt8c,Woo,0.126,0.394,254867,0.774,0.0855,0,0.201,-6.825,1,0.027,164.271,4,0.654
6450,Knife Party,57,7Mcbk8CghT5wE6j4WfG2uQ,Harpoon,0.000422,0.568,352162,0.931,0.665,4,0.14,-7.077,0,0.0481,128.008,4,0.042
6451,blessthefall,53,07heIznr3ziWFz4nnW9xaj,Welcome Home,0.00122,0.375,221600,0.81,4.05e-05,7,0.112,-5.609,1,0.0698,75.051,4,0.117
6452,Wild Nothing,54,3x8Ra8xCOkKJx71yoQeMyR,Through Windows,0.000354,0.477,199187,0.777,0.0273,2,0.204,-5.382,0,0.0294,148.986,4,0.931
6453,R.E.M.,35,4LQ6iL5MbwD5VLgQPUVkzP,Lotus - Live From John Peel Studio Session On BBC Radio 1 / 1998,0.241,0.539,255400,0.764,0.00122,9,0.22,-12.023,0,0.0276,106.69,4,0.87
6454,SPLURGE,49,4jYAk69DSDGEOFKHAqEjxa,Beat by Jeff,0.183,0.734,178730,0.533,0.0,1,0.0949,-12.585,1,0.808,139.95,4,0.807
6455,Quinn XCII,51,19tFW57VlHygpz6drnb4Nv,Straightjacket,0.153,0.838,206533,0.546,0.0,5,0.0656,-6.811,0,0.295,137.027,4,0.745
6456,Ajmw,50,3is4aHMSpsFnrDx0btsuEW,Light,0.994,0.592,110000,0.125,0.911,1,0.108,-23.89,1,0.0534,146.946,4,0.135
6457,Kazam,55,6YeB8VATRu0anB9S6CleQm,Coffee & Smoke,0.0562,0.784,137561,0.601,0.467,2,0.359,-10.698,1,0.0669,81.999,4,0.534
6458,Abhi The Nomad,52,0G2wimhVoDYXbQ6csDxtSf,Sex n' Drugs,0.299,0.831,217778,0.32,0.0,7,0.0757,-7.916,1,0.143,80.935,4,0.319
6459,Hyolyn,58,0cyhVn02BnsPQvYcJTsaUO,BAE,0.0125,0.735,206567,0.92,0.0,8,0.159,-1.461,1,0.0754,117.959,4,0.793
6460,Moby,21,0pK6m4Cu4bJ1iNcQRQRvED,Falling Rain And Light - ATRIP Remix,0.0117,0.589,302774,0.911,0.164,11,0.308,-5.703,0,0.0333,130.088,4,0.418
6461,Moby,21,56y7UO7eXo7N8FxGPiMeAp,Falling Rain And Light - Moby's Seas of Light Remix,0.016,0.378,361933,0.455,0.688,2,0.0967,-9.38,1,0.0275,143.91,4,0.189
6462,Tora,56,7rHjawySPrZeK1z4dvqhsk,Wouldn't Be the Same,0.805,0.642,222131,0.359,0.000995,5,0.118,-11.002,0,0.12,121.374,4,0.428
6463,YG,51,07Vha7VGeFalBfeJSaRIjs,FREE THE HOMIES INTERLUDE,0.98,0.673,113333,0.41,0.0,10,0.568,-11.674,1,0.432,130.351,5,0.895
6464,Trevor Hall,51,1md2Iw5RdKldgfM9c6WvUv,What I Know,0.0483,0.701,216937,0.518,0.00043,2,0.0875,-9.203,1,0.0552,76.112,4,0.579
6465,Josh Wall,53,2iscERXQ3NYvA4UpbdLhWX,I Like Me Better When I'm With You,0.484,0.829,198465,0.426,0.000139,9,0.141,-6.978,1,0.0869,92.008,4,0.714
6466,Interpol,58,6DggPjFjHLJkB9iGloA19p,Flight of Fancy,0.000111,0.413,231813,0.972,0.827,0,0.189,-2.205,1,0.0751,132.942,4,0.409
6467,TobyMac,52,2hT318IQdYXkmJRBJWAjkh,Overflow,0.0449,0.774,196347,0.922,0.0,0,0.13,-4.342,1,0.0418,95.014,4,0.733
6468,Engelwood,55,6krakCJNLZNH0QwfBjjrgp,Springtime,0.721,0.727,125572,0.38,0.768,3,0.146,-9.923,0,0.131,168.204,4,0.706
6469,Tauren Wells,52,1o35Wmsgp8zEYkAh8uL1xb,Known (Music Video Version),0.881,0.549,194497,0.302,0.0,1,0.14,-8.978,1,0.114,142.311,4,0.376
6470,k?d,53,3VLxWIELhVz5F9w8yTFjkv,Polluted Blood,0.182,0.63,272053,0.752,0.876,1,0.0697,-7.364,1,0.0409,100.001,4,0.132
6471,311,51,6zXPfmbRwPKhDMQtZID9ed,Self Esteem,0.00517,0.559,145831,0.938,0.000277,0,0.272,-5.002,1,0.0702,109.983,4,0.561
6472,Lud Foe,49,0juNGetloetMlZb4nasYEE,Ambition of a Rider,0.0138,0.708,292833,0.735,0.0,10,0.0822,-4.09,0,0.269,162.431,4,0.317
6473,Slothrust,54,6Y7vgyXBoedIKgvmZSYXMw,Double Down,0.011,0.637,191432,0.636,0.00139,0,0.0706,-4.675,0,0.109,75.276,4,0.788
6474,R.E.M.,34,7oYpzJ79R3RAJOfBvUKVjb,"It's The End Of The World As We Know It (And I Feel Fine) - Live From Pyramid Stage, Glastonbury Festival / 1999",0.0713,0.199,418387,0.921,1.32e-06,7,0.21,-8.741,1,0.0716,108.695,4,0.26
6475,Jay Park,55,1RPQAYvomUz5QAim2hj6cn,Sexy 4 Eva,0.0339,0.738,221693,0.73,0.0,6,0.223,-5.174,1,0.116,123.962,4,0.301
6476,Trap Bundy,49,773pSCSioZPvrBQQxVOFYK,Ghost,0.00596,0.767,60000,0.485,0.918,9,0.306,-11.632,1,0.0812,99.971,4,0.229
6477,Years & Years,61,22AfHqgMer38xMT3s1j861,Sanctify,0.0162,0.682,192000,0.63,2.86e-05,1,0.282,-5.554,1,0.0738,101.978,4,0.187
6478,Money Man,49,6AbBsT2vXz6rhRvg7BhOkk,Together,0.0128,0.706,171480,0.508,0.0,1,0.323,-11.173,0,0.24,139.984,4,0.357
6479,Doja Cat,52,2tT9weSQUFDWsVgHBYz3G6,Casual,0.0827,0.653,240387,0.632,2.96e-06,9,0.0669,-6.866,0,0.0993,128.02,4,0.323
6480,Hardwell,62,3QjCmtOcE0GoiExw1XXcjw,The Underground,0.000186,0.497,179200,0.944,0.333,1,0.483,-3.701,1,0.0451,150.024,4,0.318
6481,Three Days Grace,56,48UkzkWhFafKHRl3gPladG,The Abyss,0.000206,0.465,249627,0.84,2.21e-05,0,0.215,-5.531,1,0.0565,136.108,4,0.221
6482,FBG Duck,52,5KSAwuNRAWvciXevDCVNkS,Mama's House,0.0893,0.817,155800,0.749,0.0,1,0.117,-6.948,1,0.221,147.967,4,0.677
6483,Christina Aguilera,58,5eQ9IwVa9EodrmIItRQpaA,Accelerate,0.371,0.799,243062,0.629,2.01e-06,0,0.15,-5.638,0,0.14,128.041,4,0.293
6484,Donovan Woods,54,0BfPVt9Rgngm70OTpy1TPE,Another Way,0.0579,0.587,251324,0.608,0.022,5,0.131,-11.588,1,0.0308,94.479,4,0.565
6485,Henry Green,56,1FsYNQeJXNVGd9B7TBzphh,Shift,0.881,0.541,219267,0.412,0.0149,1,0.115,-12.879,0,0.0368,86.983,4,0.075
6486,Streakz,49,3WSP27b0QZD4WpUUr1qwcV,Yo Its Gon Be Lit,0.445,0.451,95974,0.668,0.0,3,0.098,-3.775,1,0.409,137.269,4,0.865
6487,Gregory Alan Isakov,53,2W77l9jeiKtpq9Szl67j4D,Caves,0.372,0.446,289427,0.744,0.114,9,0.12,-7.622,1,0.0394,81.548,4,0.186
6488,Keith Ape,51,4SionRSHEHp119SzieYj5T,The Ice Ape (feat. Chief Keef),0.0986,0.648,190120,0.861,0.0,8,0.0892,-6.741,1,0.431,163.22,4,0.528
6489,Pizzagirl,51,5I0iOfX9YLacuhLspYnTaY,Seabirds,0.729,0.615,298477,0.622,0.0106,6,0.104,-7.679,1,0.028,99.986,4,0.516
